PassengerId,Pclass,Sex,Age,SibSp,Parch,SurvProba,Embarked_Q,Embarked_S
302,0.8273772438659699,0.7376951317802901,-0.10463740114712752,1.340131927606843,-0.4736736092984604,-0.6967627954536495,3.2513733362117265,-1.6238025415294657
310,-1.5661069258891576,-1.3555735383351195,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,3.222677366152173,-0.3075623426146228,-1.6238025415294657
517,-0.3693648410115938,-1.3555735383351195,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,0.9414657643784702,-0.3075623426146228,0.6158384251930635
121,-0.3693648410115938,0.7376951317802901,-0.6425863043961658,1.340131927606843,-0.4736736092984604,-0.49671661195169814,-0.3075623426146228,0.6158384251930635
571,-0.3693648410115938,0.7376951317802901,2.5082572717767726,-0.47454519624983954,-0.4736736092984604,-0.49671661195169814,-0.3075623426146228,0.6158384251930635
731,-1.5661069258891576,-1.3555735383351195,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,1.5779038989623455,-0.3075623426146228,0.6158384251930635
229,-0.3693648410115938,0.7376951317802901,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.49671661195169814,-0.3075623426146228,0.6158384251930635
564,0.8273772438659699,0.7376951317802901,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7357273047290241,-0.3075623426146228,0.6158384251930635
312,-1.5661069258891576,-1.3555735383351195,-0.8731358343600393,1.340131927606843,2.0089333664952354,3.222677366152173,-0.3075623426146228,-1.6238025415294657
614,0.8273772438659699,0.7376951317802901,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6967627954536495,3.2513733362117265,-1.6238025415294657
195,-1.5661069258891576,-1.3555735383351195,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,3.222677366152173,-0.3075623426146228,-1.6238025415294657
186,-1.5661069258891576,0.7376951317802901,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.3346050116331639,-0.3075623426146228,0.6158384251930635
340,-1.5661069258891576,0.7376951317802901,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.3346050116331639,-0.3075623426146228,0.6158384251930635
275,0.8273772438659699,-1.3555735383351195,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.15609926618562384,3.2513733362117265,-1.6238025415294657
876,0.8273772438659699,-1.3555735383351195,-1.1036853643239128,-0.47454519624983954,-0.4736736092984604,0.6385487172134826,-0.3075623426146228,-1.6238025415294657
853,0.8273772438659699,-1.3555735383351195,-1.56478442425166,0.4327933656785018,0.7676298785983874,0.6385487172134826,-0.3075623426146228,-1.6238025415294657
62,-1.5661069258891576,-1.3555735383351195,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,1.5779038989623455,-0.3075623426146228,0.6158384251930635
278,-0.3693648410115938,0.7376951317802901,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49671661195169814,-0.3075623426146228,0.6158384251930635
428,-0.3693648410115938,-1.3555735383351195,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,0.9414657643784702,-0.3075623426146228,0.6158384251930635
677,0.8273772438659699,0.7376951317802901,-0.37361185277164666,-0.47454519624983954,-0.4736736092984604,-0.7357273047290241,-0.3075623426146228,0.6158384251930635
494,-1.5661069258891576,0.7376951317802901,3.1999058616683933,-0.47454519624983954,-0.4736736092984604,0.08434672057556578,-0.3075623426146228,-1.6238025415294657
434,0.8273772438659699,0.7376951317802901,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.7357273047290241,-0.3075623426146228,0.6158384251930635
572,-1.5661069258891576,-1.3555735383351195,1.816608681885152,1.340131927606843,-0.4736736092984604,1.5779038989623455,-0.3075623426146228,0.6158384251930635
